spotify_id,name
3QSQFmccmX81fWCUSPTS7y,Dean Lewis
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson
4oLeXFyACqeem2VImYeBFe,Fred again..
2nszmSgqreHSdJA3zWPyrW,Luis Miguel
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton
5gZhfbckaWo89OzDSk3gdT,Jaani
2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph
47mIJdHORyRerp4os813jD,League of Legends
164Uj4eKjl6zTBKfJLFKKK,JVKE
76fuWYgIf3TVIopTs3vaJ6,Amaal Mallik
6XjgqvaVLUib6lCerbZrYD,Stryv
3KV3p5EY4AvKxOlhGHORLg,Jeremih
71hjb5G92mGoKRSAW3Cj00,Anu Malik
2SHhfs4BiDxGQ3oxqf0UHY,Roxette
3mIj9lX2MWuHmhNCA7LSCW,The 1975
5L1lO4eRHmJ7a0Q6csE5cT,LISA
4S9EykWXhStSc15wEx8QFK,Céline Dion
7hQmAXAzWI6D350VTgkKTG,Arash
6q29t5RuXxlBuqIZsOMQss,Priya Saraiya
