spotify_id,name,followers,popularity,genres
21451j1KhjAiaYKflxBjr1,Zion & Lennox,8173230,80,"reggaeton, latin"
1qto4hHid1P71emI6Fd8xi,Aventura,10283785,82,bachata
1eDupbD9kIx8UaZlzcBG5r,samUIL Lee,3905,85,k-pop
2RYonYiVhhzBz82UFXOvEN,KEVIN WOO,47919,85,k-pop
5bXNU0MAF2HSqyFPhYtscH,Neckwav,46342,85,k-pop
5eumcnUkdmGvkvcsx1WFNG,Tito Double P,9143521,90,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, música mexicana"
0c173mlxpT3dSFRgMO8XPh,Big Sean,11484713,79,
3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,6155865,86,"corridos tumbados, corrido, corridos bélicos, electro corridos, dembow belico, sad sierreño"
5EvFsr3kj42KNv97ZEnqij,Shaggy,2429756,77,reggae
0cGUm45nv7Z6M6qdXYQGTX,Kehlani,8359907,81,
5CiGnKThu5ctn9pBxv7DGa,benny blanco,1522946,79,
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,10745558,82,melodic rap
0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,11750461,76,"bollywood, hindi pop, desi"
77ziqFxp5gaInVrF2lj4ht,Sech,12044907,82,"reggaeton, urbano latino"
2kxP07DLgs4xlWz8YHlvfh,NIKI,7543878,82,
6U3ybJ9UHNKEdsH7ktGBZ7,JID,2140433,79,
0u6GtibW46tFX7koQ6uNJZ,Topic,304780,78,
7okwEbXzyT2VffBmyQBWLz,Maná,13151571,82,"rock en español, latin rock, mexican rock, latin pop"
6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,6042795,77,soft pop
19LIHDDSHBD5NyYHI3gpzB,Shilpa Rao,3224016,77,"bollywood, hindi pop, desi"
4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,5745136,78,"southern rock, classic rock, rock"
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,7986341,83,
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,3975880,76,"new wave, synthpop"
4cAERazLlAzVGA10ORWaUP,Manoj Muntashir,2067859,78,"bhajan, hindi pop, bollywood, devotional"
1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,21852206,80,"kannada pop, bollywood, sandalwood, hindi pop, desi, marathi pop"
3E12tRURRvPfHz0hAMCFYc,Omar Courtz,1412990,85,
53A0W3U0s8diEn9RhXQhVz,Keane,3833465,77,
3eDT9fwXKuHWFvgZaaYC5v,Sunidhi Chauhan,17365662,78,"bollywood, desi, hindi pop"
11kt6ggsdxvI8MhyeSMKom,CYRIL,408583,81,
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,8712131,83,"reggaeton, urbano latino"
7j6DKwmjbxvpQO8h914uEz,Ryan Castro,4154507,82,reggaeton
2myuqB0gKAo75dE2eSWgzt,Silent Addy,21056,76,shatta
4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,10703949,81,"salsa, merengue, bachata, latin, latin pop"
3FUY2gzHeIiaesXtOAdB7A,Train,4494538,76,soft pop
7n2Ycct7Beij7Dj7meI4X0,TWICE,22386817,87,k-pop
0Q8NcsJwoCbZOHHW63su5S,Mora,7596625,86,"urbano latino, trap latino, reggaeton"
2uYWxilOVlUdk4oV9DvwqK,Mitski,10690890,83,
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,5691020,79,
46pWGuE3dSwY3bMMXGBvVS,Rema,7838065,80,"afrobeats, afrobeat, afropop, afropiano"
1SyKki7JI1AZNKwgNMkn25,Sachet-Parampara,2671498,77,"bhajan, hindi pop, devotional, bollywood"
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,3338214,82,
5SCDfg1YoEfI5gFtXqEWah,ATLXS,314689,82,"phonk, brazilian phonk"
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,5647794,76,
4QFG9KrGWEbr6hNA58CAqE,Alemán,6381118,83,"mexican hip hop, latin hip hop, electro corridos"
5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,13483647,77,"bollywood, hindi pop, sufi, desi"
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,12129458,77,
3tJnB0s6c3oXPq1SCCavnd,Marco Antonio Solís,8381822,81,"grupera, mariachi, ranchera, latin pop"
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,6451512,80,"punk, skate punk"
0lAWpj5szCSwM4rUMHYmrr,Måneskin,10480163,80,
4W91bbPB2CTSsHwt7eqNl7,Javed Ali,12056902,75,"sufi, bollywood, hindi pop, qawwali, desi, desi pop"
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,9379565,78,
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,113079,76,
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,12651818,79,emo
7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,32423263,80,"bollywood, hindi hip hop, desi, hindi pop, punjabi pop"
6WOdPJmexxFINcKMkP2jMG,Sachet Tandon,6944113,78,"bhajan, hindi pop, devotional, bollywood, desi pop"
2IMZYfNi21MGqxopj9fWx8,Rels B,9699401,85,"urbano latino, trap latino"
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,5819077,80,"folk pop, indie folk"
5nGIFgo0shDenQYSE0Sn7c,Evanescence,5799496,78,alternative metal
0NIIxcxNHmOoyBx03SfTCD,Tinashe,3049456,78,alternative r&b
4zCH9qm4R2DADamUHMCa6O,Anirudh Ravichander,41011614,86,"tamil pop, kollywood, tamil dance, tamil hip hop, tollywood, telugu pop"
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,10779599,80,"rockabilly, rock and roll"
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,12750898,79,"rock, post-grunge, alternative rock, grunge"
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,1802022,84,southern hip hop
7vXDAI8JwjW531ouMGbfcp,TINI,9055896,80,latin pop
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,8491306,78,latin
5JZ7CnR6gTvEMKX4g70Amv,Lauv,6722852,78,
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,10290306,83,"trap soul, r&b"
6S0dmVVn4udvppDhZIWxCr,Sean Kingston,3693318,75,
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,8177155,82,latin pop
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,8607448,80,"reggaeton, urbano latino, latin"
0Y6dVaC9DZtPNH4591M42W,TV Girl,11651329,83,
7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,6606413,79,bedroom pop
1TA5sGRlKUJXBN4ZyJuDIX,Blessd,7909971,84,"reggaeton, urbano latino"
1E6arsXf5Fgsnv9YpSzjpE,Parampara Tandon,3532027,77,"bhajan, devotional, hindi pop, bollywood"
36QJpDe2go2KgaRleHCDTp,Led Zeppelin,15702947,80,"classic rock, rock, hard rock, rock and roll"
57LYzLEk2LcFghVwuWbcuS,Summer Walker,7787804,80,r&b
51Blml2LZPmy7TTiAg47vQ,U2,13402649,80,rock
3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,7692087,83,"indie, lo-fi indie"
2loEsOijJ6XiGzWYFXMIRk,Adam Port,314383,79,"afro house, house"
5p9HO3XC5P3BLxJs5Mtrhm,Djo,2152376,77,
3qsKSpcV3ncke3hw52JSMB,Young Miko,4362936,80,trap latino
2gsggkzM5R49q6jpPvazou,Jessie J,12131761,75,
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,9993820,83,"emo, pop punk"
6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,5629855,84,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, sierreño"
5wJ1H6ud777odtZl5gG507,Vishal Mishra,8896578,79,"bollywood, hindi pop"
6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,2153400,79,
4KWTAlx2RvbpseOGMEmROg,R.E.M.,5235938,76,"jangle pop, alternative rock, rock"
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,7634944,84,r&b
2YRyPiW98bpkARAS4B3OQP,Dei V,2116161,82,"trap latino, urbano latino"
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,7019485,78,"motown, classic soul, soul"
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,6957215,77,
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2657244,74,
0y59o4v8uw5crbN9M3JiL1,Badshah,29837931,78,"bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop"
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,1310608,76,tropical house
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,2679937,79,
0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,8613335,86,"corrido, corridos bélicos, corridos tumbados, electro corridos, dembow belico, banda, sad sierreño, sierreño, música mexicana"
1tqysapcCh1lWEAc9dIFpa,Jubin Nautiyal,20889604,79,"bhajan, hindi pop, bollywood, devotional, desi"
4DWuml4Jf6K81b5rAPwMb6,Clementine Douglas,53316,77,
165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,7676251,81,"nu metal, rap metal, alternative metal, rap rock"
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,12322316,76,
09cKncAQn28NqTUORLMwSR,Ariis,440042,81,"phonk, brazilian phonk"
7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,10053022,83,
47zz7sob9NUcODy0BTDvKx,Sade,4887659,80,
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,7717732,78,
6oMuImdp5ZcFhWP0ESe6mG,Migos,14509199,78,trap
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,5861478,76,"motown, classic soul, soul, northern soul, quiet storm"
05etL4pzWd6TSv1x5WrlG3,Faheem Abdullah,380765,79,
2feDdbD5araYcm6JhFHHw7,Labrinth,3566578,77,
5ENS85nZShljwNgg4wFD7D,Gabry Ponte,689969,78,"slap house, italo dance"
2FKWNmZWDBZR4dE5KX4plR,Diljit Dosanjh,33978574,79,"bhangra, punjabi pop, punjabi hip hop, desi, bollywood"
0zOcE3mg9nS6l3yxt1Y0bK,The Fray,4247372,76,
3UTF2no3muGdiFXVujl94i,Kapo,822720,82,latin afrobeats
7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,10524616,76,"bollywood, hindi pop, desi, gujarati garba"
2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper,3183955,74,
6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,12019601,76,"bollywood, desi, hindi pop"
4eq1q0o9XPyNq9RG3fNDD1,Yorghaki,162086,80,
61JrslREXq98hurYL2hYoc,Lata Mangeshkar,22570520,81,"ghazal, bollywood, bhajan, hindi pop, marathi pop"
6Xb4ezwoAQC4516kI89nWz,Imogen Heap,1052829,79,
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,7509354,78,"metal, nu metal, alternative metal, rap metal, hard rock, rock"
7gW0r5CkdEUMm42w9XpyZO,Laufey,7602161,84,
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,9648579,79,
0XwVARXT135rw8lyw1EeWP,Christian Nodal,15963154,82,"banda, ranchera, mariachi, norteño, música mexicana, grupera"
6IRouO5mvvfcyxtPDKMYFN,Foreigner,3707623,76,"aor, classic rock"
3MZsBdqDrRTJihTHQrO6Dq,Joji,10310298,80,
3l0CmX0FuQjFxr8SK7Vqag,Clairo,6314434,82,bedroom pop
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,7308248,75,"soft pop, acoustic pop"
12Chz98pHFMPJEknJQMWvI,Muse,8363074,80,"alternative rock, rock"
57nPqD7z62gDdq37US9XJR,Arcane,734351,80,
3GBSge8pq7mpezUQl0GAOA,Kausar Munir,999530,75,"bollywood, hindi pop, desi, qawwali, sufi"
0xliTEbFfy5HQHvsTknTkX,Alphaville,1037031,74,synthpop
3yY2gUcIsjMr8hjo51PoJ8,The Smiths,7444724,81,"new wave, madchester, jangle pop"
3hcs9uc56yIGFCSy9leWe7,Lil Durk,9151943,83,"chicago drill, drill"
3ZxZ03fj3tXBZHZWzvaLSM,Neeti Mohan,5296113,74,"bollywood, hindi pop, desi"
5he5w2lnU9x7JFhnwcekXX,Skrillex,7625923,78,"dubstep, edm, electro, electronic"
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,7715491,80,"reggaeton, trap latino, urbano latino"
7gP3bB2nilZXLfPHJhMdvc,Foster The People,4006392,75,
5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,8897140,83,"trap latino, urbano latino"
19ra5tSw0tWufvUp8GotLo,George Michael,5510770,76,
6Dd3NScHWwnW6obMFbl1BH,Daya,1807922,74,
1pQWsZQehhS4wavwh7Fnxd,Lenny Tavárez,3433166,80,"reggaeton, urbano latino, trap latino, argentine trap"
0vR2qb8m9WHeZ5ByCbimq2,Reik,9595728,79,latin pop
1VJ0briNOlXRtJUAzoUJdt,FISHER,1143690,80,"tech house, house"
2mpeljBig2IXLXRAFO9AAs,Dido,2087854,76,
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,10291386,78,
0GOx72r5AAEKRGQFn3xqXK,GIMS,6967260,84,"french rap, french r&b, french pop, pop urbaine"
3DeOmVSmpv7WknXoo1OS8p,Alleh,294031,79,
3dN9MQpjIyNxyeRfz4EDZe,Rochak Kohli,1570143,75,"bollywood, hindi pop, desi"
0SwO7SWeDHJijQ3XNS7xEE,MGMT,3507690,78,indie
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5115842,74,
7me0S5Z40qVWj3gzyK8aC3,Mc Livinho,7905727,77,"funk, brazilian funk, funk carioca"
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,8022879,79,argentine trap
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,12194742,76,
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,26039643,80,"argentine trap, trap latino, reggaeton"
3y24n3XhZ96wgwRXjvS17T,Coolio,1757423,72,"west coast hip hop, g-funk"
6FBDaR13swtiWwGhX1WQsP,blink-182,9130664,80,"pop punk, punk, rock, skate punk, emo"
1IFAU4mznUcfPVP9z2c24N,Daecolm,24831,77,afro house
5YFS41yoX0YuFY39fq21oN,Bob Sinclar,719387,75,"french house, disco house"
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,8613717,79,argentine trap
757aE44tKEUQEqRuT6GnEB,Roddy Ricch,11625222,79,melodic rap
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,6704452,77,"colombian pop, vallenato, latin, latin pop"
26WKgv73kRHD0gEDKD1i8j,Keinemusik,504065,79,"afro house, melodic house, house"
5ndkK3dpZLKtBklKjxNQwT,B.o.B,2222687,77,
7bu3H8JO7d0UbMoVzbo70s,The Cure,6480376,78,"new wave, post-punk, gothic rock, darkwave"
5bQ3wFgekuIMIcWJuxkqLK,Chrystal,68045,77,
2r7VkUHfCtvbQ7UMF3WUe4,YoungBoy Never Broke Again,,,
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,14374881,86,
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,8543972,78,"bachata, latin"
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,3984328,79,
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,10878831,75,christmas
4oLeXFyACqeem2VImYeBFe,Fred again..,2060542,80,"stutter house, house"
2nszmSgqreHSdJA3zWPyrW,Luis Miguel,19770335,85,"mariachi, bolero, latin pop, villancicos"
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2901427,75,"country, classic country"
5gZhfbckaWo89OzDSk3gdT,Jaani,1194912,76,"punjabi pop, hindi pop, bhangra, desi, bollywood"
2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph,1479861,83,
47mIJdHORyRerp4os813jD,League of Legends,2080315,80,
164Uj4eKjl6zTBKfJLFKKK,JVKE,5532986,77,
76fuWYgIf3TVIopTs3vaJ6,Amaal Mallik,4980806,73,"bollywood, hindi pop, desi"
6XjgqvaVLUib6lCerbZrYD,Stryv,24290,75,afro house
3KV3p5EY4AvKxOlhGHORLg,Jeremih,7108182,77,
71hjb5G92mGoKRSAW3Cj00,Anu Malik,6098031,68,"bollywood, hindi pop"
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,2722686,77,swedish pop
3mIj9lX2MWuHmhNCA7LSCW,The 1975,7864802,80,
5L1lO4eRHmJ7a0Q6csE5cT,LISA,12413878,80,k-pop
4S9EykWXhStSc15wEx8QFK,Céline Dion,10022003,78,variété française
7hQmAXAzWI6D350VTgkKTG,Arash,296795,75,afro house
6q29t5RuXxlBuqIZsOMQss,Priya Saraiya,2287953,74,"gujarati pop, bollywood, hindi pop, desi, gujarati garba"
